F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
536.79,-11798.85,4,10.32,-22.27,Europe,4507.62,15.9,Very low,64.71,46.32,-77.66,5983.74,-83.97,-9.85,1242.57,2086.84,-1264.4,-3341.54,-491.6,-2.4,-870.34,3.09,-31.8,0.3,92.65,-8.92,-13880.79,-131.32,1277.49,4,-36.51,-5.46,-69.79,33.6
282.27,-8552.06,5,8.48,-140.2,Rest,3725.68,16.47,High,67.02,60.72,-147.48,3115.02,-39.63,-7.29,3376,1786.4,-2235.66,-1824.9,1376.22,-2.97,420.98,2.31,-28.3,0.32,166.78,-31.24,15322.74,-224.16,1313.49,1,3.28,-2.62,-61.58,724.33
156.06,-8438.84,4,2.72,-315.46,Rest,5192.1,13.56,Medium,80.67,59.97,-79.9,4551.87,-65.76,-6.11,1550.78,2274.74,-1821.48,-1730.42,466.32,-12.03,-781.16,5.51,-30.38,87449.76,112.83,-20.9,-7123.23,-288.48,4438.08,2,61.65,9.22,-35.39,207.28
498.87,-8349.59,5,16,-168.62,USA,3702.42,19.89,Very low,72.57,69.24,-202.18,3172.83,54.12,-8.65,3346.75,1997.62,-1248.36,-1269.12,542.26,21.54,-113.86,1.55,-30.53,424.6,53.37,-22.1,-1311.54,-782.61,4467.48,7,35.48,-6.48,-18.14,56.41
351.96,-11273.36,4,14.14,21.25,USA,4061.3,3.54,Very high,74.85,59.13,-182.26,3975.66,-145.35,-9.2,5966.84,1880.24,-1259.7,-2212.46,2127.72,-2.01,-515.08,2.76,-35.17,10.6,141.37,-19.84,-1002.6,-18.29,4129.14,4,64.1,-6.2,-30.8,133.81
401.97,-9901.45,2,8.84,-180.67,Rest,3915.42,16.41,Low,60.57,47.31,-209.04,4561.14,-182.28,-8.75,-968.56,2619.46,-1587.66,-778.82,583.74,6.39,-529,3.55,-32.8,0.14,125.58,-17.32,11842.77,-484.97,4143.06,2,59.78,-1.7,-30.68,200.19
232.59,-8186.85,3,11.36,-527.38,Europe,4168,17.04,Low,71.76,64.71,-200.72,2835.93,-116.28,-4.21,-78.92,1262.04,-688.6,-2396.16,1197.72,9.93,-926.54,0.66,-31.65,1.3,108.78,-17.66,19142.73,-416.88,3095.91,3,31.27,-1.26,-26.97,114.53
418.29,-8867.8,4,5.98,-87.28,USA,4364.94,13.05,Medium,68.13,68.73,-152.88,3390.96,-70.56,-9.01,1758.75,1638.54,-1381.32,-895.56,548.74,-8.67,36.98,4.81,-29.16,22.2,148.02,-29.96,-4154.34,-383.92,5196.48,2,81.38,0.48,-39.59,156.15
194.64,-13907.97,2,9.5,-505.68,Europe,5169.78,4.08,High,65.85,42.42,-330.22,3249.33,-28.74,-21.09,469.83,2353.1,-1929.32,-1958.7,1384.8,-27.45,-213.36,1.17,-28.95,376.2,119.83,-6.7,501.63,-416.74,5429.22,4,48.29,-0.2,-78.11,58.74
292.23,-8668.05,3,3.1,-511.12,Europe,4478.58,10.86,Low,50.82,58.56,-156.24,5736.36,-186.99,-4.93,-1896.98,1574.48,-2076.5,-2060.08,779.64,-14.46,-855.48,6.44,-27.47,1.62,112.67,-22.42,-3859.08,-193.57,2764.32,3,69.41,-2.92,-79.41,-8.93
345.9,-10022.69,3,17.5,-159.43,UK,3493.7,11.34,Medium,82.56,64.26,-274.96,4783.77,-233.16,-5.79,5213.83,2644.08,-1540.76,-2200.16,1460.08,2.73,33.12,5.35,-23.74,2.18,178.97,-22.32,6798.39,-440.86,3844.95,3,0.48,-14.82,-89.34,-8.93
188.16,-14417.46,3,16.34,-530.93,USA,4470.24,11.7,High,44.31,66.18,-293.04,4556.94,-11.22,-8.71,-2465.7,1678.94,-1396.34,-2100.28,1461.8,-22.95,-900.82,2.54,-23.98,0.3,23.53,-5.54,-27783.54,-323.46,4426.59,3,37.16,-6.34,-42.67,267.11
147.15,-11833.28,5,2,194.4,UK,4557.5,5.31,Low,83.1,56.22,-183.8,4738.2,79.5,-7.43,6315.7,2809.4,-1726.52,-1784.56,1856.24,-12.6,-1411.12,4.39,-35.03,0.06,125.06,-18.28,10565.7,-853.99,3998.82,4,16.7,-0.26,-14.45,-8.93
362.22,-13265.48,3,4.9,-164.12,Europe,4336.3,2.04,Very low,63.18,53.37,-303.26,3506.46,20.34,-8.38,-251.4,1402.66,-1058.7,-838.88,953.48,-5.19,-122.04,5.25,-28.64,0.74,134.89,-23.36,-2269.32,-544.29,3582.99,4,24.77,-12.82,-29.29,-8.93
357.81,-8938.68,2,4.46,-83.35,Europe,3636.76,14.55,Low,67.83,66.63,-212.86,3305.88,-116.13,-7.2,4605.74,1459.36,-2088.38,-1146.66,1424.68,-9.39,-181.58,10.51,-31.8,114.74,100.18,-22.72,-4094.97,-560.09,3659.7,5,15.71,0.1,-101.98,-8.93
340.56,-10192.51,4,12.42,-310.63,Rest,4134.9,16.29,Very low,64.47,56.19,-153.9,4029.33,-153.18,-11.03,3058.46,2651.28,-1497.06,-1953.8,424.16,5.43,-485.68,10.65,-33.5,1840.68,102.28,-19.96,9648.78,-486.16,5618.52,6,47.08,-2.4,-47.26,-8.93
359.61,-11946.65,3,9.16,3.83,UK,4139.12,19.8,Very low,62.97,70.05,-209.36,5147.97,-69.06,-9.18,3887.47,2472.6,-3335.12,-1000.02,354.04,1.98,-591.56,2.45,-28.96,0.08,130.08,-23.14,3787.14,-262.89,5480.43,5,41.02,-3.42,-93.86,-8.93
284.31,-8009.57,4,2.7,-215.36,USA,2328.96,2.19,Very high,66.99,58.92,-117.14,4071.69,14.85,-9.25,-984.25,3073.68,-2079.4,-2082.52,817.24,-4.38,-200.88,2.92,-34.86,27.42,42.42,-28.34,-4400.94,-860,4694.07,3,43.1,-15.22,-32.32,190.7
302.7,-10910.65,3,6.08,-86.37,Rest,4726.44,14.97,Very low,44.55,51.87,-213.84,4056.66,-24.36,-11.82,5231.19,2540.36,-1039.34,-2404.7,-286.04,-7.17,-128.28,7.21,-28.57,5.8,93.27,-11.34,3119.4,-450.49,4232.61,1,19.32,-3.76,-36.66,-8.93
354.63,-6535.9,4,4.6,-247.88,Europe,5134.78,20.94,Very low,135.66,60.12,-39.42,4694.91,-37.71,-6.97,8398.91,1259.44,-1789.54,-1829.66,1094.76,7.14,625.88,5.41,-10.3,11.44,108.73,-19,-6536.94,-743.12,776.31,3,10.49,-0.98,-59.92,-1.19
380.97,-13176.53,4,3.3,-19.09,Rest,4458.22,7.92,Medium,60.9,51.21,-200.02,4206,-198.96,-12.45,4160.71,1614.86,-2674.82,-1912.7,325.78,2.19,-12.08,4.76,-28.35,2.06,142.84,-13.44,-9941.1,-177.87,4885.05,3,55.05,-3.62,0.31,76.36
320.25,-11628.74,6,2.68,-103.62,USA,5063.78,12.42,Medium,65.67,62.31,-118.28,4679.19,-93.39,-2.35,575.08,1518.06,-1200.12,-2338.84,527.92,22.98,-322,4.94,-29.55,0.38,259.98,-23.48,557.88,-308.7,2977.32,3,18.6,-1.36,-81.46,210.78
48.66,-16354.27,3,9.58,-477.2,USA,4026.78,26.28,Very high,62.55,64.92,-246.66,4969.68,-187.53,-6.8,2823.66,1847.4,-1129.72,-632.34,1425.02,-3.18,732.88,5.31,-21.1,0.1,115.77,-23.8,-603.12,-549.79,2508.87,4,33.19,-5.92,-9.69,295.27
277.32,-8334.4,7,5.74,-343.13,UK,4669.96,28.26,Low,68.16,63.36,-161.5,5477.1,-93.45,-9.05,4001.63,1917.44,-1119.58,-1969.06,1717.3,-6.24,25.74,1.36,-36.11,0.7,105.06,-31.36,-4143.66,-233.14,3635.01,8,46.51,27.22,-40.33,373.24
-193.2,-8845.67,5,4.2,-264.06,USA,4923.22,27.12,Low,54.99,38.22,-150.74,3855.99,34.5,-10.03,4482.58,2839.52,-635.92,-1702.96,167.54,-1.92,-681.44,2.84,-32.99,9.18,141.1,-7.26,9027.33,-556.51,4713.03,3,81.23,-8.5,-80.03,310.59
367.41,-8848.62,4,4.78,-140.66,UK,4549.44,9.06,Low,35.01,40.35,-240.8,4995.81,41.61,-10.75,3112.47,1486.06,-1676.92,-2037.88,469.46,2.82,-472.4,6.41,-23.73,0.78,146.29,-21.96,-2851.11,-571.92,4117.5,6,32.93,1.36,-40.84,-8.93
256.08,-7544.68,4,1.12,123.32,Rest,4749.6,14.97,Medium,77.37,58.44,-240,4798.17,-92.25,-13.74,1067.22,2059.5,-1573.86,-3010.36,1947.64,-36.96,-49.18,1.24,-27.42,0.32,122.13,-16.1,14169.48,-124.39,3841.74,4,14.07,-20.68,-93.72,468.12
249.93,-8944.09,6,14.4,-408.35,UK,5352.64,5.28,Very low,64.62,70.86,-77.78,3574.53,-151.02,-10.02,530.73,1915.84,-2142.8,-1803.56,1399.12,-17.49,468.04,0.54,-26.12,23.54,99.96,-21,-6063.63,-262.9,6839.04,2,49.91,0.86,-48.3,360.81
319.32,-14706.4,4,6.08,-633.5,Europe,4416.06,28.08,Very high,49.44,62.61,-156.58,3890.85,-184.98,-5.52,5288.88,1571.84,-1504.82,-2059.4,-70.14,-0.57,-645.92,4.31,-26.3,3.32,138.29,-6.72,-3311.67,-694.41,4206.9,2,102.47,-20.82,-40.32,281.61
317.07,-4993.73,0,1.9,-71.34,USA,4180.66,29.94,Medium,73.02,82.59,-177.78,4717.86,-50.67,-14.78,2472.41,1580.2,-206.14,-2611.68,1191.08,1.26,-282.52,7.51,-44.55,100.92,136.48,-33.16,-4257.54,-770.63,6773.43,5,55.94,-1.76,-53.34,-8.93
432.42,-10594.55,4,8.5,-374.92,USA,4836.24,11.13,Low,75.93,86.76,-245.74,5298.48,-102.15,-11.14,3425.97,3312.88,-1920.46,-1161.46,670.4,8.19,849.82,4.15,-28.53,218.14,127,-12.76,-17851.14,-392.84,4510.47,4,46.61,-8.94,-72.45,23.48
250.11,-9545.14,6,3.74,-18.39,USA,6168.18,16.74,Very high,51.42,42.12,-161.48,4238.58,-180.42,-8.83,3865.19,2345.28,-1627.7,-2564.02,249.94,18.84,-1133.64,2.46,-24.84,1.22,36.07,-21.84,96.09,85.01,3126.57,3,49.96,-1.94,-65.6,419.09
283.59,-9197.28,2,0.76,192.83,USA,4812.66,16.32,Very high,59.61,62.01,-159.62,3063.96,-153.36,-7.81,3650.74,1454.04,-1688.36,-1976.8,1079.98,6.03,-1060.84,8.66,-41.23,12.26,136.82,-18.44,-26072.28,-581.86,5973.27,5,52.29,-4.26,-20.05,-8.93
315.15,-7916.79,4,8.48,-139.19,Rest,5410.98,13.68,Low,86.76,80.76,-243.68,6392.91,-33.27,-7.61,-595.15,1260.8,-1867.16,-2350.48,490.22,2.07,-373.62,3.65,-31.26,24.78,94.54,-19.96,-12611.52,-48.14,3535.56,7,53.86,-12.66,-48.63,-8.93
425.52,-6792.66,2,5.74,-703.58,UK,4844.28,21.3,Very high,69.09,39.39,-9.2,4861.11,-169.71,-5.95,2741.02,1028.66,-849.1,-1953.56,1249.8,-31.08,-205.04,2.01,-37.06,0.06,104.04,-20.18,-1655.13,-293.3,4110.27,4,38.1,-4.14,-62.78,411.66
351.72,-10203.94,4,7.92,-685.52,UK,4380.32,27.42,Very high,83.94,45.24,-189.2,4024.41,-59.31,-10.19,3495.43,2229.26,-3227.6,-2150.64,758.68,-3.78,-1679.36,1.19,-33.52,0.24,145.57,-23.5,-4604.82,-387.35,6470.4,4,52.51,-9.28,21.94,561.98
304.89,-10703.28,3,5.12,-209.02,USA,3077.1,16.2,Medium,65.82,60.06,-138.6,4598.07,-40.83,-9.19,3836.56,1906.46,-1458.38,-1640.08,1337.78,-1.32,-1083.86,8.48,-27.78,66.28,105.88,-11.34,5748.93,334.88,3062.79,3,16.09,-8.9,-70.54,-8.93
270.18,-10605.92,3,1.8,-201.02,USA,4470.96,13.32,Very low,64.83,64.29,-228.16,5917.44,-55.38,-13.03,195.7,1443.88,-2489,-2622.3,-97.98,11.31,-145.68,2.17,-28.38,688.88,167.51,-23.38,-4147.17,-820.2,4372.71,3,65.87,-3.92,-74.56,108.73
341.19,-13906.03,5,2.06,-620.4,Rest,3735.66,12.36,Medium,89.1,76.59,-217.88,6247.29,-27.72,-9.71,-1497.82,1299.58,-1991.98,-1274.94,518.52,9.75,-161.82,2.26,-28.86,62.06,74.96,-20.4,-8631.78,190.12,5181.45,3,54.17,-4.94,-52.63,647.95
275.07,-13273.11,3,8.14,-238.88,Rest,4372.54,15.6,Very low,71.16,61.89,-126.44,4199.7,-144.75,-7.11,2476.87,1939.72,-1904.06,-1143.84,1465.28,22.77,-1225.82,2.32,-25.18,0.06,150.16,-20.46,-3964.89,-224.41,4648.53,4,35.82,-1.76,-51.86,80.02
320.13,-10286.92,6,2.3,-316.01,Europe,5512.92,17.94,Very high,63.51,53.67,-209.4,4669.59,-184.5,-8.25,-445.33,2040.44,-2627.06,-2077.46,1095.22,4.08,332.52,5.61,-37.07,41.08,127.55,-23.06,12765.87,-107.94,3732.42,5,69.74,-9.06,-34.93,127.8
330.66,-5623.55,5,3.98,-194.82,Europe,4310,6.99,Medium,66.3,66.81,-250.08,3747.99,-86.58,-8.36,2086.79,2384.4,-1905.26,-672.28,58.3,4.17,218.22,0.68,-39.61,0.14,159.54,-15.02,5365.11,-171.17,5885.16,3,34.73,0.26,-38.82,108.64
751.98,-5700.04,2,7.24,-299.43,Rest,6047.5,10.26,High,60.6,64.95,-213.78,4490.73,-86.31,-9.93,-1974.74,2381.06,-1213.12,-1206.16,76.92,-14.91,-693.36,2.06,-30.73,0.28,116,-30.78,-10301.88,-441.02,4361.94,2,62.29,-5.14,-48.46,410.95
301.02,-17154.77,6,2,-855.89,Rest,5385.42,21.63,Medium,64.92,27.6,-116.22,6003.18,-136.02,-4.9,3766.56,1677.88,-1668.98,-2269.24,-388.74,-1.56,359.18,9.68,-26.69,0.3,98.5,-21.38,4175.91,-315.98,6874.17,3,67.5,3.96,-14.93,204.6
-29.07,-13102.39,4,20.28,-559.12,Europe,5144.82,24.48,Very low,64.71,71.04,-229.06,4147.08,-46.68,-10.87,1217.18,1960.16,-1463.74,-920.56,1126.72,-3.51,686.7,5.29,-25.91,0.02,134.43,-14.92,11044.56,-519.35,3992.7,6,79.37,-5.9,-90.13,-0.77
316.59,-6799.5,2,5.48,-577.12,Rest,5473.36,20.94,Very low,71.4,62.16,-252.06,6018.15,-70.26,-7.44,-50.08,2304.38,-2425.76,-1566.4,1396.24,-11.25,136.12,1.83,-24.18,115.32,120.33,-10.3,-13648.59,209.01,4169.76,3,22.77,18.4,-16.71,192.44
334.71,-10011.85,4,3.7,-532.37,UK,4750.34,25.44,Very high,47.67,42.48,-155.54,4017.15,-199.98,-6.91,1326.78,1131.3,-1637.52,-1418.42,1424.7,-8.67,-774.44,3.12,-32.78,10.3,218.12,-22.82,3765.57,-6.03,3505.08,3,106.42,-20.68,-39.59,549.93
290.7,-9545.11,2,11.8,-362.13,Rest,4651.32,13.05,High,60.33,44.04,-152.72,4458.51,-173.22,-7.89,5081.93,1631.18,-2193.38,-2136.82,1576.82,25.05,-677.9,1.92,-26.59,25.4,99.47,-32.54,-892.47,-174.06,4238.85,4,39.23,2.72,-39.95,192.34
486.33,-7185.64,4,6.98,-409.86,Rest,4860.04,24,High,73.26,56.49,-128.24,3858.33,-189.12,-8.16,3837.16,1693.68,-2030.72,-2025.1,750.88,-8.7,-713.98,4.17,-36.18,0.54,88.66,4.86,-14229.45,-434.51,4883.07,3,14.66,-26.32,-5.58,578.43
97.83,-12076.47,4,0.78,-86.13,Europe,5528.4,-11.16,Very high,46.53,61.86,-219.64,1606.56,-63.96,-4.51,4737.44,2136.06,-1435.84,-1747.86,953,-0.48,-202.02,12.65,-30.9,3.42,142.9,-25.78,1305.75,-738.84,5624.76,2,49.9,8.96,-14.49,-8.93
243.21,-8416.89,5,6.8,121.06,Rest,4103.76,23.82,Very low,38.97,65.25,-245,4017.33,-82.38,-14.2,4148.66,307.4,-713.56,-1611.2,1090.2,-1.26,-839.82,4.46,-30.36,1.18,93.47,-30.34,6569.28,-110.46,2662.47,5,77.89,-10.84,-38.43,62.18
375.36,-12807.62,2,6.62,-324.41,Rest,2955.22,8.73,Low,55.74,68.01,-243.48,5980.83,84.18,-1.87,2142.8,1642.8,-2178.56,-1752.92,1122.04,-0.69,230.64,1.16,-29.66,0.38,143.38,-26.9,2875.5,-235.3,5866.26,4,73.42,-8.34,-59.79,58.26
370.8,-9179.33,2,17.3,-268.95,Europe,3854.72,4.26,Medium,54.72,68.1,-238.48,4601.13,47.01,-8.57,3014.06,1433.06,-820.12,-1855.7,1354.18,-5.43,-922.06,3.53,-31.17,67.3,99.52,-32.8,3352.08,-297.24,4068.33,4,117.28,-0.56,-56.82,-8.93
364.47,-9179.53,6,8.68,-1074.29,Rest,5891.98,13.35,Very high,62.55,70.44,-147.58,5719.44,-149.43,-5.52,3495.07,1622.06,-1408.58,-1796.46,458.58,25.2,-767.8,0.75,-28.31,0.82,119.6,-21.86,22646.25,-510.17,4950.36,5,85.18,-4.68,-63.65,694.84
386.52,-10310.45,5,14.78,-21.81,Europe,4589.78,20.58,Medium,36.93,82.02,-238.84,8090.13,-121.89,-7.6,-427.88,1666.08,-798.3,-1138.52,497.22,-15.6,248.24,4.59,-23.8,2.4,125.94,-42,-3706.95,-147.99,1761.18,2,66.9,2.36,-49.66,163.37
255.21,-12016.29,4,10.6,-598.58,Rest,4624.94,1.77,Very low,64.17,64.83,-171.2,4670.49,-182.1,-0.82,4051.93,2450.64,-2469.42,-2587.94,-41.86,0.06,-380.12,7.84,-32.62,0.02,124.31,-24.86,-88.17,-377.62,3242.88,2,62.69,0.56,-55.96,-8.93
344.13,-5691.7,5,7.74,-246.39,USA,4448.72,28.98,High,81.72,63.24,-215.24,9105.33,-210.69,-4.17,1617.59,2464.88,-974.92,-1401.56,1465.94,-2.34,427.68,1.59,-27.09,5.22,95.86,-23.94,6980.22,-396.78,5143.44,2,62.48,-2.52,-46.85,521.92
408.78,-7254.28,2,11.06,-648.25,Europe,6156.2,-9,High,57.99,70.59,-163.94,2636.85,79.26,-8.12,598.47,2021.16,-1826.08,-2640.36,1674.64,-21.51,-1205.4,2.48,-30.8,12.46,132.15,-31.74,-2799.3,108.97,3508.65,4,65.85,-3.38,3.36,-8.93
420.54,-9176.1,5,11,-414.83,UK,4173.82,20.73,Low,64.44,52.92,-166.06,4118.4,-39.36,-8.64,2427.22,2400.3,-1823.78,-2161.88,943.7,4.35,-361.32,1.98,-29.18,28.7,267.63,-30.86,15399.72,-382.54,4489.44,6,52.72,-16.5,-66.17,216.37
535.17,-13981.23,1,14.42,-203.58,Europe,5854.92,5.97,Medium,63.93,72.69,-119.88,5783.01,-161.07,-7.38,4525.06,2254.76,-1791.3,-3100.16,688.86,7.89,-603.5,3.13,-29.44,0.02,150.29,-34.28,-23007,-315.59,6577.89,4,117,-16.26,-89.79,-8.93
254.76,-7482.11,2,2.62,-24.84,Europe,2629.34,29.28,Medium,71.85,72.09,-161.18,4195.26,-129.72,-8.25,-345.16,1139.54,-1549.48,-2093.26,1552.66,8.31,-1227.22,1,-29.55,3.66,189.09,-24.36,8650.32,117.08,4845.03,2,115.72,-4.9,-77.05,240.89
-125.55,-8169.13,2,13.44,-242.58,UK,4096.46,2.31,Low,57.63,79.05,-156.48,6044.61,-111.96,-9.71,1198.27,2308.6,-1110.76,-1559.64,272.52,20.97,-369.1,6.47,-29,0.52,117.65,-69.72,-1288.62,113.98,3256.08,1,62.5,5.8,-64.02,-8.93
427.11,-11641.99,3,4.84,-295.07,Rest,4032.96,27.48,Very high,44.04,63.12,-166.26,3997.2,-148.41,-14,1047.46,1330.6,-1810.58,-1312.06,1427.36,11.43,-518.64,1.62,-29.27,14.74,110.26,-31.88,35710.56,-508.44,4687.98,4,32.16,8.02,-87.11,733.17
433.14,-7049.01,4,23.98,77.96,Europe,4413.2,19.47,Medium,40.5,66.78,-178.04,4479.75,9.36,-8.04,-2265.32,1898.14,-803.04,-2237.72,799.6,22.26,-200.44,1.56,-35.24,480.04,127.09,-10.6,-9951.66,-684.89,4437.27,5,48.36,-3.16,2.38,111.06
426.93,-10507.8,6,22.76,-685.31,USA,4380.28,4.95,Medium,64.17,80.79,-107.88,4888.02,57.18,-7.72,1513.25,2245.84,-1217.1,-1572.06,457.88,2.67,-529.74,1.39,-23.34,2.76,111.76,-27.48,-8415.69,-313.86,9334.65,7,26.9,-3.22,-89.84,71.09
301.2,-6319.48,5,6.74,-134.68,USA,5463.12,15.51,Very high,69.54,54.36,-330.54,3904.08,10.14,-9.39,3108.32,2004.66,-1527.58,-1853.6,784.8,-6.57,866.16,2.21,-34.29,0.54,112.04,-5.3,-6041.46,-317.25,3325.59,4,28.24,-28.2,-63.4,308.69
492.99,-14905.04,6,19.52,-413.88,Rest,4118.1,9.66,Low,54.15,63.3,-237.32,4451.67,-57.66,-6.33,304.76,2035.32,-1209.4,-2195.7,962.86,-9.27,-684.58,4.34,-32.44,0.98,103.81,-15.06,3188.61,-267.38,3992.19,5,44.58,-4.1,6.39,90.98
369.63,-14300.87,2,28.6,-284.83,Europe,4974.82,11.67,Very high,58.53,90.45,-217.6,5617.92,-3.75,-14.59,239.89,2069.92,-1894.68,-2482,705.66,-6.42,-728.62,1.98,-24.74,15.84,81.27,-22.44,8575.98,-261.16,3937.08,7,75.45,-3.62,-52.79,37.64
454.2,-8909.21,2,8.26,283.84,Rest,3615.84,2.13,Very low,67.65,81.93,-137.18,4822.59,-89.46,-6.53,3838.8,793.36,-1672.66,-2533.58,-576.04,-0.96,-1130.88,4.46,-28.73,17.38,109.61,-22.34,2618.67,87.48,5018.52,2,40.74,-1.14,-55.08,-8.93
383.34,-10061.67,4,31.56,-292.68,Rest,5473.98,17.01,High,63.15,58.71,-200.34,2880.27,-105.81,-10.84,5934.69,541.6,-1603.1,-2357.9,-225.7,-3.39,-1854.52,1.61,-33.84,0.5,100.07,-17.74,12464.79,-903.06,40.05,2,21.04,5.28,-37.5,678.09
532.8,-7817.04,5,6.46,51.72,Europe,4141.08,7.62,Very high,66.72,72.63,-222.98,4977.87,109.8,-7.81,4495.3,2306.58,-1647.72,-2267.88,776.06,-4.59,83.5,9.82,-29.29,0.02,134.3,-8.82,4298.4,-687.51,4454.25,3,-3.35,-17.38,-62.56,-8.93
363.54,-7447.94,6,2.14,10.75,Rest,5785.12,11.07,Very high,62.31,77.64,-361.14,6597.72,-170.13,-12.43,2047.7,3181.46,-2148.34,-2277.04,410.94,15.93,-1303.94,5.24,-31.1,578.38,96.73,-35.96,13532.28,38.69,5000.88,2,50.85,-20.34,-2.48,611.35
141.33,-10126.52,3,0.8,-450.09,Rest,5056.56,16.86,High,61.11,71.52,-112,3983.94,-73.2,-4.82,294.92,1522.32,-1300.3,-2925.46,467.72,-27.63,-445.42,2.94,-29.73,184.08,119.09,-31.34,-19542.27,-196.48,4552.68,1,26.36,-3.62,-83.39,688.88
332.79,-14024.31,4,6.02,-432.02,USA,3350.72,27.48,Medium,58.44,65.46,-235.06,5453.7,-49.56,-6.26,2620.19,2169.96,-1090.34,-1149.14,-131.3,7.77,-355.26,4.46,-28.45,1.4,123.1,-26.7,-5976.96,-1040.41,269.88,6,85.15,-3.58,-51.63,178.53
486.9,-8002.09,1,10.9,-312.54,UK,4513.52,15.36,Very low,66.18,60.45,-181.1,3389.61,-2.25,-5.32,10187.5,2713.14,-1992.72,-2559.26,1205.76,-5.82,-1324.52,1.14,-29.05,2.46,87.97,-18.12,21319.44,-849.33,6093.96,5,14.51,-1.24,-48.29,-8.93
505.35,-13035.17,6,6.86,-582.31,USA,4962.86,13.38,Medium,70.29,65.85,-172.44,4225.98,-190.47,-7.91,4387.79,907.44,-1640.08,-1478.24,646.14,2.46,371.22,3.03,-26.5,608.42,121.8,-20.92,-8874.15,-430.45,3015.45,8,-25.31,-15,-125.35,60.19
335.7,-14033.58,5,5.88,-628.5,Europe,4961.68,14.82,High,65.22,68.7,-203.84,3760.44,24.33,-12.29,4382.25,1909.54,-1943.5,-1152.9,836.6,-18.27,514.3,0.74,-24.68,1.84,54.72,-36.58,-6253.41,7.26,4579.98,7,121.62,5.54,-46.29,110.96
218.79,-12473.09,3,3.38,-297.39,UK,4197.4,15.3,Very high,46.26,61.29,-229.78,2626.41,-65.46,-6.86,2376,973.34,-2129.48,-1597.12,535.58,-5.46,-541.64,0.96,-29.57,12.4,104.57,-44.16,8067.39,-679.2,4428.54,3,32.59,-3.92,-45.45,525.97
532.14,-5857.79,5,6.26,-798.58,UK,4561.82,7.2,Low,65.04,52.83,-220.2,2559.45,-14.34,-4.75,2990.29,2432.82,-2250.54,-1334.04,711.62,-1.71,7.88,1.9,-28.75,0.06,76.87,-17.08,-7018.86,243.79,3416.97,4,42.48,-13.62,-24.62,28.96
292.47,-7751.4,4,14.3,171.66,USA,4256.3,22.65,Low,80.82,68.85,-107.8,2649.9,-29.82,-17.64,4712.46,2565.06,-2824.36,-1301.48,242.96,0.84,-1701.66,6.89,-29.65,2.48,155.99,-18.18,-4544.1,-389.96,3699.15,4,67.5,-2.86,-25.23,-3.66
257.31,-8372.92,3,6.94,-279.17,USA,3297.48,34.11,Medium,53.34,52.98,-299.04,5679.75,-158.73,-10.9,-1137.6,784.86,-1675.56,-1589.82,807.98,8.28,-1075.06,0.35,-28.08,29.1,125.61,-30.02,-6876.18,-498,2623.53,3,21.35,-3.98,-51.58,493.62
332.73,-10064.38,5,3.9,-492.31,Europe,4638.26,17.43,Very low,63.72,74.46,-210.48,5425.83,25.14,-9.45,4994.68,2640.66,-2085.3,-1564.82,1354.7,-2.85,-516.52,1.14,-35.16,3.3,49.66,-12.36,2280.96,-280.06,5044.41,4,37.25,-9.68,-33.98,85.12
1004.25,-7553.05,5,5.52,-575.1,Rest,1333.86,3.09,High,63.21,82.05,-262.8,3391.32,-176.64,-8.82,4806.51,1116.44,-1832.98,-1509.38,102.2,5.01,-861.42,2.79,-30.93,8.68,126.68,-23.12,3021.51,-133.65,3928.65,4,32.16,-0.72,-37.04,122.92
321.36,-8792.47,5,3.98,-108.65,Europe,4256.2,20.76,Medium,51.27,53.46,-79.16,3493.56,25.71,-2.26,6218.28,2298.34,-2002.04,-1628.86,794.84,-1.23,261.02,9.64,-30.07,0.56,138.92,-40.12,-1683.48,-745.08,3144.54,5,-8.36,-11.8,-106,-8.93
183.57,-6008.11,3,14.16,-525.35,Rest,4424.94,29.37,High,79.14,72.15,-177.94,4798.77,-48.21,-5.62,-498.61,1988.86,-2575.94,-970.22,1781.24,1.95,-199.26,3.47,-30.97,0.12,196.75,-22.42,-15608.37,-578.44,1828.32,4,44.99,-6.9,-47.66,612.45
323.82,-11558.07,3,25.04,-409.16,USA,4022.06,18.78,Medium,62.97,56.01,-280.32,4454.94,-8.79,-9.13,6268.57,2161.86,-898.22,-1482.04,1533.6,11.58,44.36,2.96,-27.36,0.54,160.54,-10.5,792.57,-609.05,4605.99,7,54.91,-3.38,-47.37,3.76
269.46,-10740.7,6,7.72,141.82,USA,4745.3,3.93,Very low,72.45,51.45,-124.94,4241.4,-75.48,-11.03,4460.27,2800.1,-1995.56,-1344.66,601.58,-0.57,-1775,7.65,-28.18,3.4,114.51,-22.16,31007.43,-468.45,4236.51,3,35.59,-12.32,-101.68,-8.93
440.1,-7314.39,5,8.74,-584.71,Europe,4371.42,17.85,High,55.38,91.05,-153.02,6310.62,-167.34,-11.17,3731.9,2542.7,-1318.88,-3153.78,674.54,3.57,576.44,1.69,-31.67,0.46,75.24,-27.06,39481.62,-965.39,4629.78,3,70.44,1.6,-64.28,195.41
