F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,Class
8762.46,1,4733.08,-8.847,10.0758,1,16.677,-14.544,0.72,-1612.38,4018.13,-9.234,16.023,-40.648,-2974.26,-89261.88,-11.292,6619.64,6.102,,True
10624.86,0,3760.96,-12.564,12.255,0,11.7441,-11.8893,1.72,-1789.68,3780.27,-7.7638,12.47703,-72.79,-3093.562,-89264.2,-7.20303,5667.44,2.1765,28.34,True
8018.06,0,3899.98,-11.256,14.553,0,11.8692,-11.7573,1.72,-1841.68,4553.63,-8.2152,12.9084,-40.821,-2990.98,-89364.7,-7.25517,7412.04,3.0489,,False
8493.18,1,3754.04,-9.364,13.059,0,19.86,-17.508,1.72,-1527.35,5539.93,-7.4356,16.026,-40.483,-3103.8386,-88778.9,-7.34598,7028.4,6.153,,True
8435.672,0,3960.88,-10.215,10.6929,0,11.2749,-11.4609,0.72,-2205.78,3983.23,-9.964,17.058,-50.16,-3023.86,-89104.6,-7.7214,5280.04,4.1481,,True
8614.58,1,3239.28,-8.9488,12.258,1,11.5974,-11.9388,0.72,-1591.38,3213.73,-7.6992,24.21,-39.536,-2831.1,-89256.188,-10.947,7192.44,2.7441,29.28,False
8569.08,0,4116.88,-9.1712,14.184,0,14.478,-12.0246,1.72,-1931.58,5577.93,-7.5598,17.184,-46.014,-2257.3,-89232.162,-8.4171,6857.632,2.0223,29.98,False
8781.06,0,4814.78,-8.931,12.675,0,10.9053,-20.982,0.72,-1469.14,4098.93,-8.7552,16.794,-36.7621,-2288.7,-89561.9,-11.286,8115.84,2.7087,27.84,False
8369.42,1,3952.78,-11.218,9.48321,0,12.6072,-12.3318,1.72,-1486.616,3916.13,-11.91,13.8096,-58.87,-2818.1,-89294.76,-11.184,7471.24,2.961,,False
8256.56,0,4097.98,-10.22,12.0315,1,12.0324,-11.6301,0.72,-1688.48,4355.13,-9.0118,16.26,-39.532,-2747.5,-89180.52,-8.3427,7517.24,2.4075,31.16,False
8692.26,0,4064.08,-9.6538,9.49638,0,17.1,-12.3096,1.72,-1368.28,3799.48,-10.422,16.272,-63.64,-2948.58,-89174.36,-14.031,6485.84,5.619,32.56,True
14634.86,1,3690.28,-11.462,12.498,1,10.6965,-17.13,0.72,-1562.55,3723.14,-8.0568,12.49395,-39.859,-3095.572,-89132.54,-9.4323,9823.04,6.147,,True
8334.48,0,3929.38,-9.5742,10.3605,0,13.998,-17.649,0.72,-1437.73,3858.13,-9.1892,17.91,-39.13,-3016,-89245.26,-8.5395,6332.64,2.7306,33.32,True
8164.86,1,4118.38,-9.5736,12.402,1,12.3402,-15.789,1.72,-1468.16,7503.93,-7.39532,14.2146,-54.48,-3042.98,-89100.46,-9.1404,7082.84,5.367,30.92,False
8451.5698,1,3762.78,-12.088,9.7245,0,12.6987,-13.5048,0.72,-1699.48,3860.33,-10.57,14.3673,-44.414,-3131.14,-89200.24,-8.3268,7260.64,7.494,32.46,False
8757.06,0,3363.38,-9.1722,14.433,0,10.6785,-12.7161,1.72,-1468.09,3275.73,-7.813,16.713,-45.268,-2944.66,-88788.9,-7.36746,7814.64,2.598,,False
8794.46,0,4180.78,-9.4576,9.35247,0,10.7082,-19.137,0.72,-1475.07,4361.13,-7.9666,15.81,-37.777,-2789.5,-89231.682,-7.4748,7275.64,3.8532,,False
8527,1,3809.64,-11.904,9.44622,0,11.4501,-23.991,1.72,-1504.55,4673.83,-7.6872,18.102,-37.045,-3068.78,-89237.663,-11.313,8181.64,5.595,31.3,True
8953.46,1,3621.58,-9.3026,14.064,0,12.18,-13.4898,1.72,-1564.24,3749.41,-7.6332,13.8129,-48.33,-3074.24,-89203.08,-8.4252,6494.84,5.052,,True
9022.46,1,3901.08,-11.55,10.7409,0,10.839,-20.415,0.72,-1494.6,3998.63,-9.0512,14.2947,-55.58,-2662.9,-89007.9,-7.1715,7191.24,3.0123,28.08,False
6760.26,0,3846.07,-15.428,12.42,0,13.0311,-23.202,0.72,-1501.55,4249.33,-8.9058,12.8532,-47.79,-3031,-89258.94,-9.0624,6945.08,2.3958,30.24,False
6592.46,0,3772.5,-11.108,12.453,1,13.278,-13.3593,1.72,-1493.496,3762.7,-12.554,12.8823,-40.926,-3175.04,-89405.14,-8.385,5910.84,5.214,33.28,True
8222.86,1,3761.38,-9.7954,12.174,0,12.357,-11.5512,1.72,-1916.78,4383.03,-7.8218,16.707,-59.45,-3231.06,-89206.32,-13.89,6221.84,3.8661,,True
8429.96,0,3903.98,-11,10.6908,1,10.7307,-14.43,1.72,-1476.153,4497.43,-8.0306,20.589,-55.67,-2925.26,-89201.64,-7.6182,8567.64,2.9835,29.94,False
1410.86,1,4010.88,-8.8052,9.33135,1,16.692,-15.261,1.72,-1418.39,4134.63,-7.8438,12.51783,-54.85,-3179.22,-89273.88,-7.18515,6374.44,4.695,,False
8106.06,0,3809.46,-15.336,10.6878,1,11.1858,-18.957,0.72,-1525.98,3886.33,-10.52,15.1161,-39.556,-3137.02,-89241.742,-7.149891,5185.64,6.642,34,True
8371.48,0,3718.08,-11.25,9.46041,0,16.452,-11.7138,0.72,-1690.58,3850.13,-10.014,19.365,-42.188,-3202.98,-89205.5,-7.19658,7195.44,4.893,26.76,False
8884.66,0,4057.68,-9.4632,13.113,1,12.3921,-14.022,1.72,-1460.67,4425.03,-7.8946,13.3263,-40.218,-2971,-89281.48,-7.7781,7099.44,4.659,27.6,False
5830.86,0,3675.58,-10.596,11.9295,0,11.7261,-13.6671,0.72,-1705.68,4037.93,-7.9964,12.7182,-39.355,-3157.08,-89279.86,-7.42911,5409.24,11.799,29.68,True
8291.84,1,3836.95,-16.88,10.2981,1,14.733,-11.3802,0.72,-1326.88,4240.13,-8.6316,16.821,-38.572,-3006.42,-89417.66,-7.35819,6994.82,3.318,,False
8529.22,1,4248.68,-8.9028,9.9504,1,16.368,-11.2545,0.72,-1076.28,3913.33,-8.0068,21.636,-50.84,-3028.18,-88539.3,-7.5435,6557.44,7.692,26.02,False
8925.26,0,1890.78,-8.5779,10.3974,1,10.7727,-15.369,1.72,-1570.23,3753.91,-8.0354,14.6514,-58.28,-3076.12,-89238.122,-7.1417451,7451.64,4.749,,True
8883.86,1,3738.03,-11.052,10.0377,0,11.9256,-13.071,0.72,-1579.68,3665.27,-8.7636,15.1434,-41.141,-2939.02,-89194.14,-11.094,6144.04,2.9808,33.2,True
11778.86,0,3581.58,-9.8268,10.7856,1,10.33623,-14.073,0.72,-1675.08,3741.643,-11.488,12.6804,-36.7455,-3018.68,-89208.26,-10.194,11745.04,2.1876,,False
8402.02,0,3742.62,-15.114,10.3722,1,18.861,-13.1694,1.72,-1839.68,3777.14,-10.25,21.51,-40.058,-3330.1,-89252.242,-7.4445,6633.24,3.8385,,True
8238.86,1,2625.78,-8.7776,11.6148,1,10.9077,-14.169,0.72,-1699.08,3758.92,-9.53,16.452,-39.551,-3377.1,-89225.18,-11.508,2733.04,3.7227,,True
8855.86,0,4260.48,-8.875,12.732,1,10.5129,-11.1618,1.72,-1670.08,3955.23,-8.7722,14.8893,-36.3994,-3037.84,-89425.8,-9.4389,7101.24,8.646,,False
7314.26,0,3818.51,-11.958,12.279,0,11.6424,-18.921,0.72,-1566.54,4036.43,-9.334,12.7734,-41.977,-3131.58,-87032.3,-11.127,6412.84,6.429,29.32,False
8278.72,0,3736.82,-10.2374,11.0976,1,10.656,-11.8752,1.72,-1467.77,3823.86,-9.912,15.717,-39.305,-3292.12,-89291.14,-7.1412825,7822.84,2.5974,,False
8364.68,1,3464.48,-9.133,13.191,0,12.2664,-16.134,0.72,-1572.71,4000.73,-7.665,18.309,-45.533,-3381.1,-89242.558,-9.8514,5833.84,2.802,,True
8259.38,0,3621.98,-11.226,10.8804,0,14.262,-15.75,1.72,-1594.68,3863.33,-8.116,20.664,-48.44,-3474.5,-89226.796,-7.6002,6654.46,3.8967,31.42,False
9551.86,1,3982.98,-9.258,18.717,0,12.7074,-17.952,1.72,-1468.62,3880.63,-7.808,13.3464,-46.66,-3050.96,-89192.24,-8.4957,6274.64,11.127,30.3,False
8846.66,0,2978.48,-8.7672,12.36,0,12.0531,-15.873,1.72,-1453.19,3557.23,-9.1464,14.0034,-36.032328,-3091.238,-89141.56,-7.17666,5751.84,7.146,,True
7368.06,1,3476.38,-9.185,12.393,1,14.109,-11.2746,0.72,-1130.78,3715.13,-9.1524,12.9417,-52.27,-3214.3,-89242.812,-7.4586,6663.96,4.0686,28.56,False
8969.26,0,3906.08,-9.3908,9.555,0,16.77,-16.254,1.72,-1469.21,3899.63,-7.577,14.6868,-44.018,-2565.7,-89396.62,-7.7403,6678.44,2.5686,35.12,True
8466.294,0,3848.73,-10.702,10.758,0,15.957,-10.93623,0.72,-3590.68,3892.93,-11.21,14.8767,-36.237,-3095.034,-89258.62,-8.0526,6960.36,8.787,,False
8451.2748,0,4162.18,-9.1682,12.834,1,11.0961,-12.4398,1.72,-1866.88,6378.93,-7.5282,19.167,-41.211,-3076.58,-89096.98,-15.348,7715.24,7.101,31.92,True
8490.3,0,6151.78,-8.64418,10.4547,0,10.38489,-17.934,0.72,-1610.08,4377.33,-8.6882,17.529,-43.155,-2993.74,-89222.422,-12.525,-1034.96,4.6527,,True
8906.46,0,3688.38,-9.697,13.344,0,12.513,-12.7248,1.72,-1638.18,3121.33,-7.4016,16.218,-45.824,-3037.8,-89198.48,-8.0637,6382.04,6.933,34,True
10149.66,1,3626.68,-9.237,11.4558,1,11.4036,-17.115,0.72,-1492.058,3357.03,-7.4558,13.2696,-44.284,-1072.9,-89169.18,-7.146225,7297.64,1.85757,,False
9532.46,0,3914.08,-9.8236,9.33558,1,12.051,-14.469,0.72,-1437.11,3771.5,-12.888,13.5759,-54.48,-2750.5,-89169.22,-9.9348,7355.24,3.2682,30.34,False
9506.06,1,3867.58,-11.922,10.6599,1,12.8475,-12.6246,0.72,-1806.08,3912.83,-9.686,13.5456,-37.884,-2743.3,-89273.78,-9.2148,6188.84,3.0699,36.02,True
8243.46,1,3066.68,-8.7692,10.3371,1,10.9704,-12.546,0.72,-1470.99,3766.65,-10.944,15.1644,-44.641,-3163.3,-89217.636,-7.20933,7595.44,6.276,30.38,False
8626.52,1,3864.45,-11.206,11.2374,0,15.822,-14.466,0.72,-1585.58,5189.93,-7.5134,19.116,-41.607,-2986.74,-89378.44,-7.21659,6917.88,5.385,27.3,False
8294.14,1,4069.68,-9.2926,12.57,0,10.8135,-16.899,1.72,-1432.22,3997.63,-8.3118,14.9124,-40.755,-2824.9,-89370.86,-9.5766,3679.04,2.4672,29.34,False
9697.26,0,3311.68,-8.7982,9.8778,0,15.681,-11.265,0.72,-2197.28,3708.25,-10.14,13.3494,-46.16,-3046.76,-89301.94,-8.1969,6566.44,5.238,,True
9353.46,1,3787.84,-10.175,10.2375,1,15.468,-12.0858,0.72,-1462.06,3768.51,-9.86,13.7097,-52.6,-2329.1,-89252.494,-7.953,7032.96,2.1525,33.62,False
8724.26,1,3857.58,-13.704,10.9575,1,11.0046,-16.074,0.72,-1615.18,4014.83,-9.738,14.0916,-79.28,-2738.9,-89267.22,-7.2957,5210.64,2.5911,,True
9056.66,0,3738.69,-13.204,10.5375,1,14.958,-13.995,0.72,-1603.48,3726.778,-9.51,14.2845,-44.542,-3085.336,-89216.572,-7.25127,7070.04,4.5828,30.1,False
9011.06,0,4972.78,-8.8036,9.44946,0,10.5882,-11.7885,0.72,-1307.48,4852.93,-7.6286,15.375,-39.045,-2914.28,-89275.54,-7.1414079,10887.04,6.087,,False
8380.54,0,3748.6,-12.57,11.4189,0,11.0865,-11.0406,0.72,-2977.68,3819.26,-9.524,16.047,-40.76,-3322.7,-89274.26,-9.777,5604.04,2.8227,28.86,True
8369.36,0,3847.38,-12.054,9.6789,0,11.7504,-10.90926,0.72,-2524.68,4707.83,-7.6928,17.142,-42.225,-3006.2,-89203.02,-10.728,5742.04,2.5443,,True
8274.44,1,3943.88,-11.52,10.9038,0,11.031,-11.1552,1.72,-1478.217,4206.23,-9.326,17.88,-44.68,-3052.12,-89290.3,-7.39653,8581.04,4.902,,False
8370.96,0,3369.18,-9.348,11.7834,1,13.974,-11.6904,0.72,-2047.28,3870.03,-8.954,20.583,-42.288,-3254.74,-89229.546,-7.30233,7157.64,5.142,,False
9387.86,0,3851.77,-10.72,9.5871,1,10.8243,-13.857,1.72,-1637.38,4348.83,-7.8416,13.6635,-38.462,-2545.9,-94192.3,-7.194,7075.84,2.3985,28.7,True
8351.62,0,3874.21,-14.274,9.9201,1,18.18,-13.1592,0.72,-1600.48,4220.83,-9.31,18.201,-44.092,-2774.3,-89082.62,-7.464,6982.4,2.3406,31.2,False
8690.86,1,4026.68,-8.7112,9.8481,0,13.53,-18.057,1.72,-1434.45,3741.823,-10.022,18.573,-43.631,-2379.9,-89180.16,-8.1285,7183.64,2.4156,,False
8305.72,0,3847.22,-14.866,11.871,0,16.809,-12.981,0.72,-1469.56,4711.73,-7.8414,12.51045,-92.35,-3045.48,-89097.94,-7.32426,6926.08,6.933,,False
9534.66,1,2341.78,-8.57134,12.1101,0,12.9072,-15.573,0.72,-1449.42,3519.33,-8.139,12.8187,-46.14,-3077.62,-89181.64,-7.43307,6265.04,6.198,,True
8297.9,0,3283.78,-8.8994,9.39375,0,22.689,-12.4881,0.72,-1476.615,3665.06,-8.6782,16.695,-37.482,-3404.3,-89241.638,-8.2914,6622.04,2.5443,29.42,True
8534.36,0,3628.78,-10.1366,10.2684,1,12.318,-15.117,1.72,-1406.17,2524.93,-7.3788,15.2682,-39.047,-3109.578,-89293.56,-10.1211,7048.04,12.744,30,False
10371.66,0,3001.18,-8.7288,15.414,1,17.535,-13.4844,0.72,-1680.18,3715.53,-10.822,12.7257,-50.58,-3093.414,-89298.06,-7.8273,6518.84,4.842,33.02,True
8828.26,1,3728.46,-10.642,11.7114,1,16.932,-14.265,0.72,-1531.52,3718.82,-7.4228,14.1546,-54.22,-3081.7,-89249.39,-8.1735,6756.06,5.661,,False
7281.66,1,3760.3,-12.686,11.9973,0,19.443,-11.1723,0.72,-2454.78,3775.39,-13.462,12.5892,-48.7,-3139.5,-90005.7,-8.8014,6749.62,8.331,29.3,False
7892.26,1,3165.88,-8.8496,11.4708,1,15.285,-14.718,0.72,-1578.68,3891.63,-8.9142,12.888,-36.3723,-3155.94,-89163.62,-7.5894,7093.84,7.476,33,True
8500.78,1,4178.98,-8.8098,15.516,0,16.65,-10.8558,0.72,-1883.78,3996.83,-8.3118,16.092,-74.46,-2705.9,-89276.04,-7.4952,6610.04,2.238,30.48,True
8465.686,1,3940.88,-9.4804,13.659,0,13.566,-11.643,0.72,-2409.38,4244.73,-8.5346,20.652,-44.563,-2982.82,-89176.58,-7.4682,6533.24,2.2656,32.78,True
9021.66,1,3382.58,-9.2032,11.3637,1,10.7226,-16.227,0.72,-1456.53,3597.43,-10.778,14.6508,-37.592,-3089.334,-89328.66,-7.9296,3545.04,13.86,30.38,False
8667.46,0,3321.68,-8.9158,11.7702,1,11.6616,-12.0945,0.72,-1711.58,3581.93,-8.2076,18.111,-36.5,-2743.9,-89129.72,-8.2908,5895.04,2.1138,30.94,True
7365.66,0,4104.38,-9.606,14.352,1,17.088,-16.227,1.72,-1572.27,4857.93,-7.8738,12.6012,-42.371,-3072.46,-89366.8,-9.5526,6562.84,7.83,,True
10331.26,0,3829.99,-14.666,10.3392,0,10.5468,-11.4948,0.72,-1361.68,4276.33,-7.4028,12.9492,-53.09,-2952.34,-89240.46,-12.162,2201.04,5.427,,True
10470.86,0,3594.08,-9.4834,11.2791,1,10.46103,-17.19,1.72,-1605.58,3960.43,-7.7482,13.0722,-44.606,-3007.84,-89384.78,-8.4459,8499.64,3.2871,,True
8762.86,1,3640.88,-10.2794,10.6836,0,11.2011,-12.9438,1.72,-1660.08,3734.0885,-11.796,16.734,-44.17,-2876.3,-89262.48,-7.8663,8466.24,2.0751,,True
7783.86,1,3680.38,-10.59,11.4084,1,11.8473,-10.97229,1.72,-3259.68,3771.97,-9.91,13.2288,-42.607,-3304.4,-89252.038,-7.149423,5391.24,3.4932,,True
8654.46,0,2204.78,-8.6974,11.3421,0,12.9099,-12.1206,1.72,-1997.48,3760.01,-8.006,20.553,-45.132,-3087.516,-89240.844,-16.998,7620.44,3.1176,29.18,False
9084.46,1,3560.98,-9.2828,11.748,1,11.2653,-11.1321,0.72,-1261.48,3575.23,-9.0102,13.7931,-41.217,-2368.3,-89118.38,-7.24476,5129.04,1.92162,,False
11020.86,1,3512.18,-9.0968,14.613,1,17.676,-19.935,1.72,-1551.36,3820.28,-8.5028,12.8388,-36.5801,-2740.5,-89201.58,-7.473,6911.3,2.139,30,True
8835.46,0,3774.4,-10.522,10.1613,0,11.1075,-14.808,0.72,-1496.91,3835.33,-7.9762,13.047,-36.1475,-3086.43,-89317.26,-8.1789,5460.64,7.188,,True
8865.86,0,3722.57,-9.659,10.9593,1,12.2946,-15.345,0.72,-1595.88,3815.42,-11.408,12.54153,-46.18,-3117.51,-89190.62,-7.7802,6834.436,7.065,31.32,False
8839.46,1,3712.36,-10.808,11.5401,1,14.07,-13.0161,1.72,-1424.07,3704.82,-13.402,13.2795,-48.57,-3089.482,-89260.04,-8.421,6507.84,3.804,,False
9216.86,0,3858.55,-13.808,13.182,0,11.8488,-14.763,1.72,-1501.24,4463.03,-7.853,13.7715,-47.78,-894.9,-89239.998,-7.25541,6954.56,1.94985,26.94,False
8457.25,1,5311.78,-8.7542,10.9782,1,17.685,-17.289,1.72,-1547.84,5013.93,-7.7822,16.11,-39.598,-772.9,-87241.1,-7.821,6520.24,1.84527,,True
8889.86,0,4605.88,-8.9066,10.0677,1,17.727,-12.2565,1.72,-1760.58,3895.83,-10.216,15.273,-60.34,-2411.5,-89326.86,-8.0277,6571.04,2.5881,,True
9372.06,0,3819.15,-10.694,9.27345,0,20.619,-10.97079,0.72,-2757.68,3858.33,-8.4528,13.5414,-59.24,-2927.46,-89300.8,-7.31292,6684.4,3.6222,,True
8952.66,1,4008.48,-9.4342,10.0197,0,17.391,-12.7584,1.72,-1521.1,3803.86,-9.594,15.39,-62.1,-2958.24,-89292.78,-9.3027,6631.24,5.895,28.68,False
9311.66,0,3523.78,-9.0572,13.311,0,10.6296,-10.86702,1.72,-1890.38,3495.93,-8.4906,14.2908,-37.821,-3034.56,-89248.028,-8.5857,2473.04,6.876,30.6,True
11752.86,0,3596.08,-9.7002,17.688,0,11.2086,-11.6547,1.72,-1565.1,2040.93,-7.35976,12.8307,-50.84,-2835.5,-89281.72,-10.476,6984.22,2.8017,,False
8572.8,0,3499.88,-9.3084,11.9868,0,13.0005,-14.811,1.72,-1410.98,3610.73,-9.0166,16.485,-36.3436,-2972.74,-89506.5,-9.0783,6885.3,1.93476,32.14,False
10419.06,0,2802.38,-8.8638,9.45606,1,12.2154,-12.5589,1.72,-1369.18,-0.07,-7.39074,13.3086,-47.7,-2133.9,-89229.294,-8.3571,6048.04,1.9806,,False
8854.06,0,3722.9,-10.363,9.9696,0,12.1149,-15.735,1.72,-1571.49,3783.62,-8.746,15.0642,-37.637,-3090.688,-89306.8,-15.834,6689.44,12.441,33.46,False
6861.46,1,3718.67,-10.96,9.6252,1,11.1288,-10.94625,1.72,-1132.08,3880.33,-8.4826,12.8877,-43.329,-4638.9,-89240.786,-7.4898,7619.04,1.8948,25.78,False
10698.86,0,3775.4,-14.024,9.37374,1,15.672,-11.8152,0.72,-1804.58,3666.14,-8.9978,13.0356,-60.18,-2728.1,-89292.62,-8.1099,6551.24,2.5752,,True
8294.98,1,3863.2,-10.4418,11.4336,1,13.833,-14.166,1.72,-1470.82,3861.63,-9.616,14.7612,-106.36,-3023.68,-89208.5,-7.5828,6352.64,2.8926,,False
8455.528,0,3985.18,-10.0152,10.8654,0,13.335,-14.322,0.72,-1590.68,5095.93,-7.8086,16.005,-43.257,-1649.1,-89291.74,-7.18203,7288.64,1.83636,27.22,False
8731.46,0,4010.18,-9.3736,10.5585,0,10.7712,-15.564,1.72,-1462.29,3811.1,-9.516,15.447,-45.24,-2570.7,-89296.34,-9.6048,4177.04,2.5683,,True
8398.64,1,3936.98,-10.718,10.1625,1,15.681,-12.7122,0.72,-1429.06,3936.53,-10.25,13.1496,-39.443,-2941.14,-89241.812,-7.1414295,6984.78,3.6435,30.74,False
8878.06,1,3782.72,-13.246,10.9203,1,14.895,-12.1656,0.72,-1413.58,3734.9531,-10.894,14.9958,-36.6849,-2583.7,-89205.76,-8.463,7010.58,2.2548,,False
8481.86,0,3839.7,-10.3294,12.1884,1,10.7583,-11.1195,0.72,-2961.68,4689.63,-7.8408,17.928,-36.4395,-3065.06,-89211.88,-8.8248,7809.04,3.0675,,False
11058.86,0,3756.36,-10.3742,12.0594,1,14.061,-14.829,0.72,-1557.31,3634.33,-8.714,13.2375,-38.709,-2648.9,-89301.62,-9.5646,6653.82,2.9442,,True
8871.26,0,3065.88,-8.8708,14.337,1,11.6388,-13.2576,0.72,-1363.38,3456.13,-9.02,15.759,-36.1807,-1817.1,-89234.492,-7.3578,6142.44,1.8678,34.28,True
8950.06,0,3165.18,-8.59162,16.332,0,12.4371,-13.779,0.72,-1584.58,3675.81,-8.4594,16.143,-56.14,-2825.3,-84490.3,-10.1244,6438.44,3.2133,,True
8373.22,1,4286.58,-9.4838,16.467,1,13.989,-13.0827,1.72,-1713.78,5814.93,-7.7572,13.2741,-44.691,-3048.1,-89195.16,-17.988,7273.24,7.791,,True
8283.64,1,3755.1,-9.3444,9.8217,1,10.44417,-11.5191,1.72,-1457.6,3743.113,-11.552,13.9785,-46.06,-3115.606,-89181.2,-9.2778,-3750.96,2.1828,26.74,False
8484.72,1,3825.98,-10.4074,9.5745,0,11.2098,-11.0757,1.72,-1308.28,4337.83,-7.659,16.998,-39.729,-3091.772,-89133.34,-11.118,7114.64,13.59,,False
8752.66,0,4156.58,-9.402,11.0451,1,11.4723,-12.9501,1.72,-1458.54,4740.93,-7.4346,16.464,-36.2019,-2884.1,-89377.84,-8.1216,4908.04,4.779,26.4,False
9631.06,1,3855.85,-10.333,10.011,0,17.529,-11.9433,0.72,-1602.08,3754.91,-12.158,13.7742,-42.437,-2947.86,-89214.58,-7.6788,6725.14,5.331,,True
8497.62,0,3954.98,-10.3056,12.252,1,11.8074,-20.607,1.72,-1516.36,6304.93,-7.4106,16.773,-49.77,-3067.42,-89252.158,-7.31739,5707.24,10.071,31.74,True
8419.66,1,3868.94,-11.144,11.9352,0,15.504,-11.6238,0.72,-1897.58,4176.03,-8.7842,15.885,-41.432,-3046.28,-89221.53,-7.9719,7013.84,3.6798,30.38,False
7754.66,0,1870.78,-8.64316,15.075,1,15.387,-11.9724,1.72,-1843.98,3848.43,-8.6752,13.8822,-37.2,-3780.9,-89132.56,-16.638,6728.22,2.5248,,True
8877.66,1,3912.28,-10.3586,10.5252,1,19.341,-13.2648,0.72,-1653.28,4469.53,-7.5224,16.536,-43.209,-2957.5,-89229.888,-7.7814,6601.84,5.991,32.44,True
8467.402,0,3828.44,-11.486,9.31737,0,12.5253,-21.519,0.72,-1475.853,4598.33,-7.547,16.071,-44.956,-3087.922,-91538.3,-7.5336,6803.66,11.634,,False
9121.06,1,3722.77,-10.642,11.1519,1,10.7478,-12.738,0.72,-1485.655,3697.87,-13.652,13.7661,-48.36,-2922.12,-89236.062,-10.0155,3095.04,2.7564,28.46,False
8089.26,1,3543.78,-8.842,13.734,1,10.473,-10.90767,1.72,-373.68,3862.43,-9.622,15.078,-60.56,-3242.3,-89243.636,-12.123,12367.04,3.4014,,False
11956.86,0,4590.48,-8.7432,9.6567,1,13.524,-14.709,1.72,-1466.01,3871.13,-8.4088,12.6099,-38.077,-2851.7,-89284.48,-7.147989,6308.84,3.9363,27.86,False
10482.86,0,3780.15,-15.47,10.7289,1,13.449,-20.274,0.72,-1547.94,3786.22,-10.032,13.0347,-41.735,-3075.84,-89238.71,-8.6763,6969.5,9.756,29.56,False
8399.94,1,5668.78,-8.61046,9.44247,1,12.2115,-14.211,0.72,-1457.06,3915.23,-10.746,18.348,-84.73,-3007.8,-88660.3,-8.4144,7297.84,3.996,27.96,False
8641.7,0,3755.58,-12.614,10.1862,0,15.057,-12.8106,1.72,-1449.04,3470.63,-8.4514,20.928,-37.643,-2778.3,-88400.5,-7.157664,6550.44,2.7465,,True
8419.72,0,3787.08,-13.912,10.1454,0,13.29,-13.86,0.72,-1481.793,3788.76,-8.6072,14.5929,-41.351,-3072.68,-89153.7,-7.169052,6342.44,2.0313,,True
8777.86,1,3795.342,-12.782,15.63,1,12.0303,-11.8992,0.72,-1701.68,4602.83,-7.4622,12.7071,-43.054,-3033.88,-89192.92,-7.17018,6156.24,2.4795,27.46,False
11356.86,1,4331.38,-9.2092,9.7146,1,11.205,-14.916,0.72,-1422.23,3855.63,-9.586,12.47448,-41.473,-2119.9,-89271.36,-7.165293,3917.04,2.2995,26.02,False
8930.26,1,3739.92,-11.736,13.227,0,14.868,-18.87,1.72,-1468.45,3686.67,-9.668,14.4015,-38.235,-2978.46,-88975.7,-7.156203,7004.9,3.0552,,False
8528.06,1,3948.98,-9.6562,11.7384,1,13.398,-13.4823,0.72,-1668.88,4264.93,-8.024,22.35,-38.174,-1835.3,-89381.96,-7.17147,6368.24,1.93743,32.22,True
9073.26,1,4028.98,-9.6744,9.33225,1,12.9861,-17.877,1.72,-1536.31,5310.93,-7.4288,14.322,-41.588,-2958.34,-89172.32,-7.140474,6026.04,5.541,32.84,True
8458.948,1,3751.74,-11.07,9.957,0,10.5462,-12.4074,1.72,-1787.18,4057.63,-8.1038,13.485,-44.544,-3115.026,-89286.26,-13.161,5721.44,13.113,31.92,True
9030.26,1,4358.08,-8.64006,10.3308,1,11.9724,-11.3196,1.72,-1619.58,4403.63,-7.5874,12.6213,-70.29,-3082.64,-89261.52,-7.164591,6002.84,10.593,27.88,False
7966.66,1,3964.28,-9.8744,12.606,1,15.768,-12.5358,0.72,-1352.48,5000.93,-7.542,14.4519,-45.625,-3099.834,-89236.654,-7.9857,6489.84,12.78,,False
8067.46,0,3875.96,-11.336,10.2639,1,12.2871,-10.9902,0.72,-1212.18,4293.43,-8.1832,13.5303,-47.84,-3075.94,-89252.73,-7.1402664,6929.58,6.555,,False
8710.66,0,3840.67,-14.066,14.088,1,14.238,-11.1309,0.72,-861.78,4728.13,-7.4638,19.35,-53.4,-2829.3,-89281.04,-7.8684,7332.04,4.3536,,False
8448.382,0,3248.48,-8.845,11.6085,0,10.857,-10.83735,0.72,1485.32,3660.92,-10.368,16.182,-48.03,-3110.178,-89241.282,-9.573,5621.64,6.24,,True
8289.46,1,4275.98,-9.181,12.591,0,21.237,-11.3946,0.72,-1978.98,5194.93,-7.8348,17.316,-61.57,-3074.2,-89236.724,-7.968,6877.6,4.3554,30.52,False
9591.06,0,3733,-11.578,9.6927,0,11.1936,-14.394,1.72,-1622.98,2483.93,-7.3134,13.7334,-64.33,-2993.14,-88387.7,-7.971,5207.84,3.8064,32.96,True
8597.32,0,3456.48,-9.21,9.3303,0,14.661,-22.875,1.72,-1467.43,3622.43,-9.318,13.3473,-41.757,-3112.372,-89188.44,-9.8961,6543.44,9.519,,True
9777.26,1,3489.58,-9.3624,9.9708,1,11.1414,-14.847,0.72,-1610.88,3695.85,-10.578,12.9963,-42.659,-3103.4342,-89130.98,-20.58,4848.64,4.776,,True
10656.86,1,3923.68,-10.834,9.6795,0,12.8037,-12.0375,0.72,-1909.48,4020.53,-8.6768,12.9924,-39.299,-3003.86,-89324.08,-7.5465,6022.84,7.848,,True
10401.86,1,3861.33,-12.106,11.1066,0,15.531,-12.5865,1.72,-1499.09,3959.93,-7.8384,13.0959,-41.535,-3051,-89258.02,-7.32732,6502.04,13.941,29.8,False
